"date","away","home","doubleheader","name","team","one","two","three","four","five","six","seven","eight","nine","ten","eleven","twelve","ab","h","rbi","r","id"
"2010-09-25","삼성","LG",0,"이병규","LG",0,7100,0,1116,0,7101,0,7407,0,7006,0,0,5,1,2,0,751
"2011-08-23","넥센","LG",0,"이병규","LG",0,0,0,0,0,0,0,7101,0,7006,0,0,2,0,0,0,751
"2011-08-24","넥센","LG",0,"이병규","LG",0,7206,0,1012,2000,0,0,2000,0,0,0,0,4,1,0,0,751
"2011-08-25","넥센","LG",0,"이병규","LG",0,1017,5002,0,3000,0,7302,0,7206,0,0,0,3,1,1,1,751
"2011-08-26","LG","한화",0,"이병규","LG",0,7101,0,2000,0,0,2000,0,2000,0,3000,0,4,0,0,0,751
"2011-08-27","LG","한화",0,"이병규","LG",7005,3000,0,1019,0,3000,0,3000,0,0,0,0,2,1,0,0,751
"2011-08-28","LG","한화",0,"이병규","LG",7005,0,0,1301,0,3000,3000,0,0,0,0,0,2,1,1,2,751
"2011-08-30","LG","SK",0,"이병규","LG",0,2000,0,2000,7100,0,1019,0,1117,0,0,0,5,2,1,1,751
"2011-08-31","LG","SK",0,"이병규","LG",0,1011,0,2000,7005,0,0,7006,0,0,0,0,4,1,0,0,751
"2011-09-01","LG","SK",0,"이병규","LG",2000,0,1017,0,2000,0,1021,0,1303,0,0,0,5,3,1,2,751
"2011-09-02","롯데","LG",0,"이병규","LG",0,7002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,751
"2011-09-03","롯데","LG",0,"이병규","LG",0,0,0,0,0,0,0,0,2000,0,0,0,1,0,0,0,751
"2011-09-04","롯데","LG",0,"이병규","LG",0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,751
"2011-09-06","두산","LG",0,"이병규","LG",0,7101,0,3000,0,3100,0,3000,0,0,0,0,1,0,0,0,751
"2011-09-07","두산","LG",0,"이병규","LG",1017,0,0,1019,3000,0,2000,0,0,0,0,0,3,2,1,1,751
"2011-09-08","두산","LG",0,"이병규","LG",0,7005,0,0,3000,0,2000,2000,0,0,0,0,3,0,0,0,751
"2011-09-10","LG","삼성",0,"이병규","LG",0,0,0,0,0,0,0,7101,0,0,0,0,1,0,0,0,751
"2011-09-11","LG","삼성",0,"이병규","LG",0,0,0,0,0,0,0,0,2000,0,0,0,1,0,0,0,751
"2011-09-13","두산","LG",0,"이병규","LG",2000,0,1110,0,3000,0,0,2000,0,0,0,0,3,1,0,0,751
"2011-09-14","두산","LG",0,"이병규","LG",1304,0,0,1017,0,2000,7006,0,0,0,0,0,4,2,3,1,751
"2011-09-15","SK","LG",0,"이병규","LG",0,0,0,0,0,0,0,0,7003,0,0,0,1,0,0,0,751
"2011-09-16","SK","LG",0,"이병규","LG",0,7100,0,0,2000,1017,0,4105,0,0,0,0,3,1,0,0,751
"2011-09-18","LG","기아",0,"이병규","LG",3000,0,1011,0,0,7005,0,2000,0,0,7101,0,4,1,0,1,751
"2011-09-20","넥센","LG",0,"이병규","LG",3000,0,0,1019,0,2000,0,2000,0,0,0,0,3,1,0,1,751
"2011-09-21","넥센","LG",0,"이병규","LG",2000,0,7102,0,1011,0,2000,0,0,0,0,0,4,1,0,0,751
"2011-09-24","SK","LG",0,"이병규","LG",0,0,0,0,0,0,0,1301,0,0,0,0,1,1,3,1,751
"2011-09-25","SK","LG",0,"이병규","LG",0,0,0,0,0,2000,0,0,0,0,0,0,1,0,0,0,751
"2011-09-29","LG","넥센",0,"이병규","LG",0,7006,0,7001,0,2000,0,0,7101,0,0,0,4,0,0,0,751
"2011-10-01","LG","두산",0,"이병규","LG",0,3000,0,7005,0,7005,0,2000,0,0,0,0,3,0,0,1,751
"2011-10-02","LG","두산",0,"이병규","LG",7006,0,0,2000,0,7101,0,0,2000,0,0,0,4,0,0,0,751
"2011-10-03","LG","두산",0,"이병규","LG",7100,0,3000,0,0,2000,0,0,0,0,0,0,2,0,0,0,751
"2011-10-04","삼성","LG",0,"이병규","LG",7003,0,7100,0,1017,0,3000,0,0,0,0,0,3,1,2,1,751
"2011-10-05","삼성","LG",0,"이병규","LG",5005,0,7006,0,7107,0,0,3000,0,0,2000,0,3,0,1,0,751
"2011-10-06","삼성","LG",0,"이병규","LG",0,2000,0,3000,0,7006,0,0,1116,0,0,0,3,1,0,0,751
"2012-04-11","롯데","LG",0,"이병규","LG",0,0,0,0,0,0,0,2000,0,0,0,0,1,0,0,0,751
"2012-04-12","롯데","LG",0,"이병규","LG",0,6002,0,7101,0,2000,0,0,0,0,0,0,3,0,0,0,751
"2012-04-13","기아","LG",0,"이병규","LG",0,2000,0,2000,0,7402,0,7104,0,0,0,0,4,0,0,0,751
"2012-04-14","기아","LG",0,"이병규","LG",0,1011,0,7100,7405,0,0,2000,1017,0,0,0,5,2,0,0,751
"2012-04-15","기아","LG",0,"이병규","LG",0,7107,0,7101,0,1023,0,1116,0,0,0,0,4,2,0,0,751
"2012-04-17","LG","한화",0,"이병규","LG",0,1013,0,3000,0,7104,0,1017,0,0,0,0,3,2,0,1,751
"2012-04-18","LG","한화",0,"이병규","LG",0,1116,0,7006,0,0,7101,1116,0,0,0,0,4,2,1,0,751
"2012-04-19","LG","한화",0,"이병규","LG",0,0,0,0,0,0,0,0,0,1018,0,0,1,1,1,0,751
"2012-04-20","SK","LG",0,"이병규","LG",7005,0,3000,0,1011,0,2000,0,0,0,0,0,3,1,0,1,751
"2012-04-24","넥센","LG",0,"이병규","LG",3000,0,0,7006,1116,0,7107,0,3000,0,0,0,3,1,1,0,751
"2012-04-26","넥센","LG",0,"이병규","LG",1017,0,0,2000,0,7005,0,3000,0,0,0,0,3,1,0,0,751
"2012-04-27","LG","롯데",0,"이병규","LG",0,1018,1011,1011,0,7101,0,1013,0,0,0,0,5,4,2,0,751
"2012-04-28","LG","롯데",0,"이병규","LG",2000,0,2000,0,7107,0,0,2000,0,0,0,0,4,0,0,0,751
"2012-05-01","한화","LG",0,"이병규","LG",0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,751
"2012-05-02","한화","LG",0,"이병규","LG",0,0,0,0,0,1116,0,1110,0,0,0,0,2,2,0,1,751
"2012-05-03","한화","LG",0,"이병규","LG",2000,0,2000,0,0,7405,0,2000,0,0,0,0,4,0,0,0,751
"2012-05-04","두산","LG",0,"이병규","LG",7101,0,1017,0,7003,0,3000,0,0,0,0,0,3,1,1,0,751
"2012-05-05","두산","LG",0,"이병규","LG",7100,0,3000,0,7201,0,7101,0,0,0,0,0,3,0,0,0,751
"2012-05-18","LG","두산",0,"이병규","LG",7102,0,7104,0,0,1019,0,3000,0,0,0,0,3,1,1,0,751
"2012-05-19","LG","두산",0,"이병규","LG",4104,0,3000,0,7003,0,1017,0,0,0,0,0,2,1,0,1,751
"2012-05-20","LG","두산",0,"이병규","LG",0,1019,2000,0,0,7005,0,1019,0,2000,0,0,5,2,0,1,751
"2012-05-22","넥센","LG",0,"이병규","LG",0,7102,0,7002,0,0,1111,0,1013,0,0,0,4,2,0,0,751
"2012-05-23","넥센","LG",0,"이병규","LG",0,3000,0,1019,7006,0,0,1019,0,0,0,0,3,2,0,1,751
"2012-05-24","넥센","LG",0,"이병규","LG",1017,0,3000,0,1110,0,3000,0,0,0,0,0,2,2,0,1,751
"2012-05-25","LG","기아",0,"이병규","LG",7304,0,0,7102,0,2000,0,2000,0,0,0,0,4,0,0,0,751
"2012-05-26","LG","기아",0,"이병규","LG",1111,0,3000,0,7006,0,7300,3000,0,0,0,0,3,1,0,1,751
"2012-05-27","LG","기아",0,"이병규","LG",7006,0,1019,0,1117,0,1017,0,1019,0,0,0,5,4,0,1,751
"2012-05-29","LG","롯데",0,"이병규","LG",1018,0,7005,0,1017,7107,0,3000,0,0,0,0,4,2,0,0,751
"2012-06-01","한화","LG",0,"이병규","LG",2000,2000,0,0,3000,0,1011,0,3000,0,0,0,3,1,0,0,751
"2012-06-02","한화","LG",0,"이병규","LG",3000,0,1017,2000,0,0,0,0,0,0,0,0,2,1,0,0,751
"2012-06-03","한화","LG",0,"이병규","LG",0,0,0,0,3000,0,0,3000,0,0,0,0,0,0,0,0,751
"2012-06-05","LG","넥센",0,"이병규","LG",3000,0,3000,0,3000,0,2000,0,0,0,0,0,1,0,0,0,751
"2012-06-06","LG","넥센",0,"이병규","LG",7100,0,3000,0,7006,0,0,2000,0,0,0,0,3,0,0,1,751
"2012-06-07","LG","넥센",0,"이병규","LG",2000,0,1011,0,7006,0,0,0,0,0,0,0,3,1,1,0,751
"2012-06-09","두산","LG",0,"이병규","LG",7104,0,7101,0,1110,1118,0,0,0,0,0,0,4,2,0,1,751
"2012-06-10","두산","LG",0,"이병규","LG",3000,2000,0,1017,0,0,71071111,0,0,0,0,0,4,2,3,2,751
"2012-06-12","SK","LG",0,"이병규","LG",3000,0,1001,7003,0,3000,0,0,0,0,0,0,2,1,0,1,751
"2012-06-13","SK","LG",0,"이병규","LG",0,0,3000,0,7006,2000,0,1011,0,0,0,0,3,1,2,1,751
"2012-06-14","SK","LG",0,"이병규","LG",2000,0,3000,0,0,2000,0,7005,0,0,0,0,3,0,0,0,751
"2012-06-15","LG","기아",0,"이병규","LG",7104,0,0,1117,0,7107,0,3000,0,0,0,0,3,1,0,0,751
"2012-06-16","LG","기아",0,"이병규","LG",1017,0,3100,7004,0,1013,7400,0,0,0,0,0,4,2,0,0,751
"2012-06-17","LG","기아",0,"이병규","LG",3100,0,0,7104,0,7407,0,7101,0,0,0,0,3,0,0,0,751
"2012-06-19","LG","한화",0,"이병규","LG",0,0,2000,0,7405,0,7104,0,7101,0,0,0,4,0,0,0,751
"2012-06-20","LG","한화",0,"이병규","LG",3100,0,7101,0,3000,0,7100,0,7407,0,0,0,3,0,0,0,751
"2012-06-21","LG","한화",0,"이병규","LG",1011,3000,0,0,2000,0,7005,2000,7003,0,0,0,5,1,0,1,751
"2012-06-22","롯데","LG",0,"이병규","LG",1017,0,2000,0,7101,0,3000,2000,0,0,1018,0,5,2,1,1,751
"2012-06-23","롯데","LG",0,"이병규","LG",1019,0,7104,0,0,7101,1019,0,1017,0,0,0,5,3,0,0,751
"2012-06-24","롯데","LG",0,"이병규","LG",2000,0,0,2000,0,0,7107,0,7005,0,0,0,4,0,0,0,751
"2012-06-26","기아","LG",0,"이병규","LG",1011,7005,0,3000,0,2000,0,1116,0,0,0,0,4,2,0,1,751
"2012-06-27","기아","LG",0,"이병규","LG",1011,7102,0,0,7006,0,7101,0,2000,0,0,0,5,1,0,0,751
"2012-06-28","기아","LG",0,"이병규","LG",3000,0,7102,0,7104,1116,0,7006,0,0,0,0,4,1,2,0,751
"2012-06-30","LG","SK",0,"이병규","LG",2000,1303,0,7100,0,3000,0,7001,0,0,0,0,4,1,3,1,751
"2012-07-01","LG","SK",0,"이병규","LG",7100,0,7100,0,7100,0,1019,0,3000,0,0,0,4,1,0,2,751
"2012-07-03","삼성","LG",0,"이병규","LG",7101,7100,0,2000,0,2000,0,0,2000,0,0,0,5,0,0,0,751
"2012-07-04","삼성","LG",0,"이병규","LG",0,0,0,0,0,0,0,0,2000,0,0,0,1,0,0,0,751
"2012-07-07","두산","LG",0,"이병규","LG",2000,0,0,1018,7005,0,0,2000,0,2000,0,7101,6,1,0,0,751
"2012-07-08","두산","LG",0,"이병규","LG",0,1011,0,7101,0,1017,0,0,0,0,0,0,3,2,0,0,751
"2012-07-10","LG","삼성",0,"이병규","LG",0,0,0,0,0,0,0,2000,0,0,0,0,1,0,0,0,751
"2012-07-12","LG","삼성",0,"이병규","LG",0,0,0,0,0,1019,0,0,1011,0,0,0,2,2,0,1,751
"2012-07-13","넥센","LG",0,"이병규","LG",2000,0,3000,0,2000,0,0,1019,0,0,0,0,3,1,0,0,751
"2012-07-17","SK","LG",0,"이병규","LG",3000,0,1017,0,7003,0,1019,3000,0,0,0,0,3,2,0,0,751
"2012-07-18","SK","LG",0,"이병규","LG",2000,3000,0,1011,0,7007,0,1304,0,0,0,0,4,2,1,1,751
"2012-07-19","SK","LG",0,"이병규","LG",7100,0,7003,0,7002,0,0,2000,0,0,0,0,4,0,0,0,751
"2012-07-24","LG","두산",0,"이병규","LG",7101,0,3000,0,7205,0,0,0,0,0,0,0,2,0,0,0,751
"2012-07-25","LG","두산",0,"이병규","LG",0,7101,0,7100,0,0,2000,0,7006,0,0,0,4,0,0,0,751
"2012-07-26","LG","두산",0,"이병규","LG",0,2000,0,0,2000,0,7006,0,7104,0,0,0,4,0,0,0,751
"2012-07-27","LG","SK",0,"이병규","LG",0,0,0,0,0,2000,7100,0,0,0,0,0,2,0,0,0,751
"2012-07-29","LG","SK",0,"이병규","LG",0,7100,0,2000,0,7101,0,0,0,0,0,0,3,0,0,0,751
"2012-08-24","삼성","LG",0,"이병규","LG",1110,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,751
"2013-03-30","LG","SK",0,"이병규","LG",0,0,0,0,0,0,0,7104,0,0,0,0,1,0,0,0,751
"2013-03-31","LG","SK",0,"이병규","LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751
"2013-04-02","LG","넥센",0,"이병규","LG",0,0,0,0,0,0,0,0,7100,0,0,0,1,0,0,0,751
"2013-06-11","LG","한화",0,"이병규","LG",0,3000,0,1017,3100,0,7005,0,7003,0,0,0,3,1,0,2,751
"2013-06-13","LG","한화",0,"이병규","LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751
"2013-06-14","넥센","LG",0,"이병규","LG",0,3000,0,2000,0,7302,0,0,7100,0,0,0,3,0,0,1,751
"2013-06-15","넥센","LG",0,"이병규","LG",0,0,7101,0,10171017,0,2000,7006,0,0,0,0,5,2,0,2,751
"2013-06-19","LG","NC",0,"이병규","LG",0,0,0,0,0,0,7003,0,0,0,0,0,1,0,0,0,751
"2013-06-20","LG","NC",0,"이병규","LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751
"2013-06-21","LG","삼성",0,"이병규","LG",0,0,0,0,0,0,0,2000,0,0,0,0,1,0,0,0,751
"2013-06-22","LG","삼성",0,"이병규","LG",0,0,0,0,0,1012,0,0,7107,0,0,0,2,1,1,0,751
"2013-06-23","LG","삼성",0,"이병규","LG",0,0,0,0,0,0,0,1011,0,0,0,0,1,1,1,0,751
"2013-06-28","SK","LG",0,"이병규","LG",0,0,0,0,0,2000,0,0,2000,0,0,0,2,0,0,0,751
"2013-06-29","SK","LG",0,"이병규","LG",0,0,0,0,0,0,0,7100,0,0,0,0,1,0,0,0,751
"2013-06-30","SK","LG",0,"이병규","LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751
"2013-07-03","한화","LG",0,"이병규","LG",0,1118,0,1019,7003,0,7100,0,0,0,0,0,4,2,2,0,751
"2013-07-05","LG","넥센",0,"이병규","LG",0,0,0,0,0,0,0,0,2100,0,0,0,1,0,0,1,751
"2013-07-06","LG","넥센",0,"이병규","LG",1011,0,3000,0,1011,0,3000,0,2000,0,0,0,3,2,0,0,751
"2013-07-07","LG","넥센",0,"이병규","LG",0,7101,0,7006,0,3000,0,0,2000,0,0,0,3,0,0,0,751
