"date","away","home","doubleheader","name","team","position","mound","win","lose","draw","hld","sv","batter_num","pit","ab","h","hr","fourballs","k","r","er","id","inning","restinning"
"2010-05-16","롯데","LG",0,"허준혁","롯데","불펜투수","7.1",0,0,0,0,0,5,21,5,2,2,0,0,2,2,1151,1,0
"2010-05-20","롯데","기아",0,"허준혁","롯데","불펜투수","7.9",0,0,0,1,0,2,13,2,1,0,0,0,0,0,1151,0,2
"2010-05-21","삼성","롯데",0,"허준혁","롯데","불펜투수","9.5",0,0,0,0,0,3,10,3,0,0,0,0,0,0,1151,1,0
"2010-05-26","두산","롯데",0,"허준혁","롯데","불펜투수","8.3",0,0,0,0,0,1,3,1,0,0,0,0,0,0,1151,0,1
"2010-05-27","두산","롯데",0,"허준혁","롯데","불펜투수","5.6",0,0,0,0,0,2,6,0,0,0,1,0,1,1,1151,0,1
"2010-05-28","롯데","SK",0,"허준혁","롯데","불펜투수","7.9",0,0,0,1,0,3,9,3,1,0,0,0,0,0,1151,0,2
"2010-05-30","롯데","SK",0,"허준혁","롯데","불펜투수","8.1",0,0,0,0,0,4,17,4,1,0,0,1,0,0,1151,1,0
"2010-06-01","LG","롯데",0,"허준혁","롯데","불펜투수","6.1",0,0,0,0,0,2,9,2,1,0,0,1,0,0,1151,0,1
"2010-06-02","LG","롯데",0,"허준혁","롯데","불펜투수","6.3",0,0,0,0,0,3,5,2,1,0,1,0,0,0,1151,0,2
"2010-06-04","롯데","삼성",0,"허준혁","롯데","불펜투수","6.4",0,0,0,1,0,3,10,3,1,0,0,1,0,0,1151,0,2
"2010-06-08","롯데","넥센",0,"허준혁","롯데","불펜투수","7.1",0,0,0,1,0,1,4,1,0,0,0,1,0,0,1151,0,1
"2010-06-12","한화","롯데",0,"허준혁","롯데","불펜투수","9.1",0,0,0,0,0,3,13,3,1,0,0,0,0,0,1151,0,2
"2010-06-16","삼성","롯데",0,"허준혁","롯데","불펜투수","7.1",0,0,0,0,0,5,23,4,2,0,1,1,2,2,1151,0,2
"2010-06-17","삼성","롯데",0,"허준혁","롯데","불펜투수","7.3",0,0,0,0,0,2,7,1,0,0,0,1,0,0,1151,0,2
"2010-06-18","롯데","LG",0,"허준혁","롯데","불펜투수","8.2",0,0,0,0,0,3,13,3,1,0,0,1,0,0,1151,0,2
"2010-06-19","롯데","LG",0,"허준혁","롯데","불펜투수","5.8",0,0,0,1,0,1,4,1,0,0,0,1,0,0,1151,0,1
"2010-06-22","한화","롯데",0,"허준혁","롯데","불펜투수","10.1",1,0,0,0,0,1,6,1,0,0,0,0,0,0,1151,0,1
"2010-06-24","한화","롯데",0,"허준혁","롯데","불펜투수","9.5",0,0,0,0,1,1,2,1,0,0,0,0,0,0,1151,0,1
"2010-06-27","SK","롯데",0,"허준혁","롯데","불펜투수","9.1",0,0,0,0,0,4,14,2,2,0,1,0,0,0,1151,0,1
"2010-07-01","롯데","삼성",0,"허준혁","롯데","불펜투수","6.1",0,0,0,0,0,6,27,5,1,0,1,1,1,0,1151,1,2
"2010-07-03","롯데","LG",0,"허준혁","롯데","불펜투수","4.1",0,0,0,0,0,7,18,6,1,0,1,0,2,0,1151,1,1
"2010-07-06","넥센","롯데",0,"허준혁","롯데","불펜투수","7.3",0,0,0,0,0,3,16,2,0,0,1,2,0,0,1151,0,2
"2010-07-09","SK","롯데",0,"허준혁","롯데","불펜투수","6.2",0,0,0,0,0,1,1,1,0,0,0,0,0,0,1151,0,1
"2010-07-10","SK","롯데",0,"허준혁","롯데","불펜투수","7.1",0,0,0,0,0,3,9,2,1,0,1,1,0,0,1151,0,1
"2010-07-14","롯데","넥센",0,"허준혁","롯데","불펜투수","11.3",0,0,0,0,0,3,14,2,0,0,1,0,0,0,1151,0,2
"2010-07-15","롯데","넥센",0,"허준혁","롯데","불펜투수","6.5",0,0,0,0,0,3,9,2,2,1,1,0,3,3,1151,0,0
"2010-07-31","LG","롯데",0,"허준혁","롯데","불펜투수","8.2",0,0,0,0,0,4,17,4,2,0,0,1,1,1,1151,0,2
"2010-08-01","LG","롯데",0,"허준혁","롯데","불펜투수","7.5",0,0,0,1,0,1,5,1,0,0,0,1,0,0,1151,0,1
"2010-08-04","롯데","두산",0,"허준혁","롯데","불펜투수","3.9",0,0,0,0,0,3,6,3,1,0,0,0,0,0,1151,0,2
"2010-08-05","롯데","두산",0,"허준혁","롯데","불펜투수","6.4",0,0,0,1,0,2,7,1,0,0,1,1,0,0,1151,0,1
"2010-08-08","롯데","한화",0,"허준혁","롯데","불펜투수","7.5",0,0,0,0,0,1,5,0,0,0,1,0,0,0,1151,0,0
"2010-08-11","삼성","롯데",0,"허준혁","롯데","불펜투수","8.1",0,0,0,0,0,4,10,4,1,1,0,1,1,1,1151,1,0
"2010-08-12","삼성","롯데",0,"허준혁","롯데","불펜투수","5.5",0,0,0,0,0,3,11,3,1,0,0,1,0,0,1151,1,0
"2010-08-20","두산","롯데",0,"허준혁","롯데","불펜투수","6.8",0,0,0,0,0,2,9,1,1,0,1,0,0,0,1151,0,0
"2010-08-21","두산","롯데",0,"허준혁","롯데","불펜투수","8.6",0,0,0,0,0,1,7,1,0,0,0,1,0,0,1151,0,1
"2010-08-27","두산","롯데",0,"허준혁","롯데","불펜투수","4.2",0,0,0,0,0,5,23,5,1,0,0,0,0,0,1151,1,1
"2010-08-29","SK","롯데",0,"허준혁","롯데","불펜투수","4.2",0,0,0,0,0,6,21,6,2,0,0,2,1,1,1151,1,1
"2010-09-01","LG","롯데",0,"허준혁","롯데","불펜투수","7.2",0,0,0,0,0,2,6,0,0,0,1,0,1,1,1151,0,1
"2010-09-03","롯데","기아",0,"허준혁","롯데","불펜투수","5.8",0,0,0,1,0,1,5,1,0,0,0,0,0,0,1151,0,2
"2010-09-04","삼성","롯데",0,"허준혁","롯데","불펜투수","10.3",0,0,0,0,0,3,13,2,0,0,1,1,0,0,1151,0,2
"2010-09-05","삼성","롯데",0,"허준혁","롯데","불펜투수","9.7",0,0,0,0,0,4,13,4,2,0,0,1,0,0,1151,1,0
"2010-09-11","롯데","두산",0,"허준혁","롯데","불펜투수","6.1",0,0,0,0,0,5,18,5,1,0,0,1,0,0,1151,1,1
"2010-09-15","SK","롯데",0,"허준혁","롯데","불펜투수","9.1",0,0,0,0,0,1,8,0,0,0,1,0,0,0,1151,0,0
"2010-09-17","롯데","한화",0,"허준혁","롯데","불펜투수","7.3",0,0,0,0,0,6,25,4,1,0,2,0,1,1,1151,1,1
"2011-04-03","한화","롯데",0,"허준혁","롯데","불펜투수","6.6",0,0,0,0,0,1,3,1,0,0,0,0,0,0,1151,0,1
"2011-04-05","롯데","삼성",0,"허준혁","롯데","불펜투수","6.6",0,0,0,0,0,1,5,0,0,0,1,0,0,0,1151,0,0
"2011-04-09","롯데","넥센",0,"허준혁","롯데","불펜투수","8.8",0,0,0,0,0,6,23,4,1,1,2,2,3,3,1151,1,0
"2011-04-13","두산","롯데",0,"허준혁","롯데","불펜투수","4.1",0,0,0,0,0,3,12,2,1,0,1,0,0,0,1151,1,0
"2011-05-04","삼성","롯데",0,"허준혁","롯데","불펜투수","6.4",0,0,0,0,0,1,5,0,0,0,1,0,1,1,1151,0,0
"2011-05-05","삼성","롯데",0,"허준혁","롯데","불펜투수","7.4",0,0,0,0,0,1,5,1,0,0,0,0,0,0,1151,0,1
"2011-05-08","롯데","두산",0,"허준혁","롯데","불펜투수","6.1",0,0,0,0,0,3,9,2,1,0,1,0,0,0,1151,0,1
"2012-05-27","SK","삼성",0,"허준혁","SK","선발투수","1.1",0,0,0,0,0,15,58,11,3,0,4,3,2,2,1151,2,2
"2012-06-10","삼성","SK",0,"허준혁","SK","선발투수","1.1",0,0,0,0,0,16,56,13,5,1,2,1,2,2,1151,3,1
"2012-06-13","SK","LG",0,"허준혁","SK","선발투수","1.1",0,0,0,0,0,8,35,5,1,0,3,1,1,1,1151,1,1
"2012-06-26","SK","삼성",0,"허준혁","SK","불펜투수","8.3",0,0,0,0,0,3,5,3,0,0,0,0,0,0,1151,1,0
"2012-06-28","SK","삼성",0,"허준혁","SK","불펜투수","6.3",0,0,0,0,0,2,11,2,0,0,0,0,0,0,1151,0,2
"2012-06-30","LG","SK",0,"허준혁","SK","불펜투수","4.1",0,0,0,0,0,12,42,9,3,0,2,1,2,2,1151,2,1
"2012-07-03","SK","롯데",0,"허준혁","SK","불펜투수","6.3",0,0,0,0,0,4,15,3,0,0,1,0,0,0,1151,1,0
"2012-07-04","SK","롯데",0,"허준혁","SK","불펜투수","7.3",0,0,0,0,0,4,15,4,1,0,0,0,0,0,1151,1,0
"2012-07-08","SK","한화",0,"허준혁","SK","불펜투수","8.6",0,0,0,0,0,2,6,1,1,0,1,0,0,0,1151,0,0
"2012-07-11","넥센","SK",0,"허준혁","SK","불펜투수","9.8",0,0,0,0,0,1,7,1,0,0,0,0,0,0,1151,0,1
"2012-07-13","두산","SK",0,"허준혁","SK","불펜투수","8.7",0,0,0,0,0,2,12,1,0,0,1,0,0,0,1151,0,1
"2012-07-14","두산","SK",0,"허준혁","SK","불펜투수","6.2",0,0,0,1,0,2,6,2,1,0,0,0,0,0,1151,0,2
"2012-07-24","SK","삼성",0,"허준혁","SK","불펜투수","8.2",0,0,0,0,0,2,10,2,1,0,0,1,0,0,1151,0,2
"2012-07-26","SK","삼성",0,"허준혁","SK","불펜투수","8.3",0,0,0,0,0,1,5,1,1,0,0,0,0,0,1151,0,0
"2012-07-27","LG","SK",0,"허준혁","SK","불펜투수","9.3",0,0,0,0,0,3,9,3,0,0,0,0,0,0,1151,1,0
"2014-04-18","롯데","두산",0,"허준혁","두산","불펜투수","7.1",0,0,0,0,0,5,25,4,1,0,1,1,0,0,1151,1,0
"2014-04-23","두산","한화",0,"허준혁","두산","불펜투수","6.1",0,0,0,0,0,1,6,0,0,0,1,0,0,0,1151,0,0
"2014-04-24","두산","한화",0,"허준혁","두산","불펜투수","7.2",0,0,0,0,0,4,9,4,0,0,0,1,0,0,1151,1,1
"2014-04-25","두산","NC",0,"허준혁","두산","불펜투수","7.3",0,0,0,0,0,3,14,2,0,0,1,0,0,0,1151,0,2
"2014-04-29","넥센","두산",0,"허준혁","두산","불펜투수","5.8",0,0,0,0,0,3,14,3,2,0,0,0,0,0,1151,0,2
"2014-04-30","넥센","두산",0,"허준혁","두산","불펜투수","9.7",0,0,0,0,0,1,1,1,0,0,0,0,0,0,1151,0,1
"2014-05-04","두산","LG",0,"허준혁","두산","불펜투수","7.3",0,0,0,0,0,6,29,3,3,0,2,0,3,3,1151,0,1
"2014-05-06","두산","롯데",0,"허준혁","두산","불펜투수","3.3",0,0,0,0,0,16,49,15,11,1,1,1,7,7,1151,2,0
"2015-06-13","NC","두산",0,"허준혁","두산","선발투수","1.1",1,0,0,0,0,24,93,22,4,0,2,3,0,0,1151,6,0
"2015-06-19","롯데","두산",0,"허준혁","두산","선발투수","1.1",0,0,0,0,0,20,79,19,4,0,1,2,0,0,1151,5,1
"2015-06-26","두산","기아",0,"허준혁","두산","선발투수","1.1",1,0,0,0,0,26,108,23,3,1,3,5,1,1,1151,7,2
"2015-07-05","넥센","두산",0,"허준혁","두산","선발투수","1.1",0,0,0,0,0,24,101,21,5,0,3,4,2,2,1151,6,0
"2015-07-24","두산","NC",0,"허준혁","두산","선발투수","1.1",1,0,0,0,0,21,85,18,5,1,3,2,3,3,1151,5,0
"2015-07-30","한화","두산",0,"허준혁","두산","선발투수","1.1",0,0,0,0,0,21,88,16,2,0,5,5,2,2,1151,5,0
"2015-08-06","넥센","두산",0,"허준혁","두산","선발투수","1.1",0,0,0,0,0,25,92,18,3,0,7,2,3,1,1151,4,2
"2015-08-15","두산","SK",0,"허준혁","두산","선발투수","1.1",0,0,0,0,0,17,72,13,3,0,3,5,4,0,1151,3,1
"2015-08-21","두산","LG",0,"허준혁","두산","선발투수","1.1",0,0,0,0,0,25,87,23,2,0,2,8,1,1,1151,7,0
"2015-08-28","두산","삼성",0,"허준혁","두산","선발투수","1.1",0,0,0,0,0,24,94,18,5,3,5,5,3,3,1151,4,1
"2015-09-03","두산","NC",0,"허준혁","두산","선발투수","1.1",0,1,0,0,0,14,52,11,5,1,3,0,5,5,1151,2,0
"2015-09-09","두산","넥센",0,"허준혁","두산","선발투수","1.1",0,0,0,0,0,18,63,16,5,0,2,3,2,2,1151,3,2
"2015-09-15","롯데","두산",0,"허준혁","두산","선발투수","1.1",0,1,0,0,0,8,37,5,3,1,3,0,5,5,1151,0,2
"2015-09-18","두산","삼성",0,"허준혁","두산","불펜투수","8.5",0,0,0,0,0,3,14,1,0,0,2,0,0,0,1151,0,1
"2015-09-28","두산","KT",0,"허준혁","두산","선발투수","1.1",0,0,0,0,0,8,37,5,2,0,3,1,6,0,1151,0,2
"2015-09-30","NC","두산",0,"허준혁","두산","불펜투수","8.1",0,0,0,0,0,4,8,4,1,0,0,0,0,0,1151,1,1
"2016-04-07","NC","두산",0,"허준혁","두산","불펜투수","3.2",0,0,0,0,0,14,49,14,5,0,0,2,2,2,1151,3,1
"2016-04-09","넥센","두산",0,"허준혁","두산","불펜투수","8.1",0,0,0,0,0,1,3,1,1,0,0,0,0,0,1151,0,0
"2016-04-14","두산","한화",0,"허준혁","두산","불펜투수","9.3",0,0,0,0,0,3,7,3,0,0,0,0,0,0,1151,1,0
"2016-04-20","두산","KT",0,"허준혁","두산","불펜투수","7.4",0,0,0,0,0,6,16,6,0,0,0,1,0,0,1151,2,0
"2016-04-21","두산","KT",0,"허준혁","두산","불펜투수","4.9",0,0,0,0,0,8,34,7,1,1,1,1,1,1,1151,2,0
"2016-04-27","SK","두산",0,"허준혁","두산","선발투수","1.1",0,1,0,0,0,23,93,22,4,1,1,6,2,2,1151,6,0
"2016-05-08","롯데","두산",0,"허준혁","두산","선발투수","1.1",0,0,0,0,0,21,73,17,7,1,4,1,5,5,1151,4,0
"2016-05-14","두산","넥센",0,"허준혁","두산","선발투수","1.1",1,0,0,0,0,24,85,22,4,1,2,6,2,1,1151,6,0
"2016-05-20","두산","롯데",0,"허준혁","두산","선발투수","1.1",1,0,0,0,0,27,103,24,7,2,3,5,4,4,1151,6,0
"2016-05-26","KT","두산",0,"허준혁","두산","선발투수","1.1",1,0,0,0,0,24,96,20,6,0,4,5,2,2,1151,5,1
"2016-06-01","두산","NC",0,"허준혁","두산","선발투수","1.1",0,1,0,0,0,27,105,25,5,0,2,3,3,1,1151,6,0
"2016-06-07","두산","KT",0,"허준혁","두산","불펜투수","9.6",0,0,0,0,0,3,12,3,0,0,0,0,0,0,1151,1,0
"2016-06-11","롯데","두산",0,"허준혁","두산","선발투수","1.1",0,0,0,0,0,15,51,12,5,0,3,1,4,4,1151,2,2
"2016-06-17","두산","삼성",0,"허준혁","두산","선발투수","1.1",0,0,0,0,0,25,100,21,4,1,3,3,1,1,1151,6,0
"2016-06-24","두산","SK",0,"허준혁","두산","선발투수","1.1",0,1,0,0,0,29,95,27,8,1,1,4,5,5,1151,6,2
"2016-07-10","기아","두산",0,"허준혁","두산","선발투수","1.1",0,1,0,0,0,18,85,16,5,1,2,2,4,4,1151,3,2
"2016-07-23","두산","LG",0,"허준혁","두산","선발투수","1.1",0,0,0,0,0,16,65,11,3,0,4,2,3,3,1151,3,1
"2016-08-04","LG","두산",0,"허준혁","두산","불펜투수","5.1",0,0,0,0,0,12,46,12,4,0,0,1,0,0,1151,2,2
"2016-08-07","두산","롯데",0,"허준혁","두산","불펜투수","9.7",0,0,0,0,0,4,18,4,4,1,0,0,3,3,1151,0,0
"2016-08-10","기아","두산",0,"허준혁","두산","불펜투수","3.8",0,0,0,0,0,14,56,12,2,0,2,2,0,0,1151,3,1
"2016-08-16","두산","한화",0,"허준혁","두산","선발투수","1.1",1,0,0,0,0,25,91,20,5,1,5,3,3,2,1151,5,1
"2016-08-21","NC","두산",0,"허준혁","두산","선발투수","1.1",0,1,0,0,0,14,65,11,5,1,2,1,4,4,1151,2,1
"2016-08-27","두산","기아",0,"허준혁","두산","선발투수","1.1",0,1,0,0,0,15,56,15,8,2,0,1,4,3,1151,3,0
"2016-09-09","두산","LG",0,"허준혁","두산","불펜투수","6.6",0,0,0,0,0,2,6,2,2,1,0,0,1,1,1151,0,0
"2016-09-10","두산","넥센",0,"허준혁","두산","불펜투수","7.1",0,0,0,0,0,6,22,6,3,0,0,0,1,1,1151,1,0
"2016-09-18","두산","KT",0,"허준혁","두산","불펜투수","7.1",0,0,0,0,0,7,29,7,1,0,0,1,0,0,1151,2,0
"2016-09-29","넥센","두산",0,"허준혁","두산","선발투수","1.1",0,1,0,0,0,23,80,18,7,2,5,4,7,7,1151,4,0
"2016-10-08","두산","LG",0,"허준혁","두산","불펜투수","4.4",0,0,0,0,0,4,21,2,0,0,2,1,0,0,1151,0,2
"2018-09-15","NC","두산",0,"허준혁","두산","선발투수","1.1",0,1,0,0,0,12,43,9,4,0,3,1,5,5,1151,1,2
