"date","away","home","doubleheader","name","team","one","two","three","four","five","six","seven","eight","nine","ten","eleven","twelve","ab","h","rbi","r","id"
"2010-06-27","LG","한화",0,"이병규","LG",1012,0,0,7006,0,0,7405,0,7104,0,0,0,4,1,0,0,750
"2010-06-29","넥센","LG",0,"이병규","LG",7101,0,1017,7003,0,0,1111,0,0,0,0,0,4,2,1,2,750
"2010-06-30","넥센","LG",0,"이병규","LG",0,6004,0,0,3000,7107,0,7214,0,0,0,0,3,0,0,1,750
"2010-07-01","넥센","LG",0,"이병규","LG",7006,0,0,7003,7003,0,7307,0,0,0,0,0,4,0,0,0,750
"2010-07-03","롯데","LG",0,"이병규","LG",1111,0,7100,0,7101,7104,7005,0,1116,0,1110,0,7,3,3,1,750
"2010-07-04","롯데","LG",0,"이병규","LG",7101,0,0,7104,0,0,7003,0,0,0,0,0,3,0,0,0,750
"2010-07-06","LG","한화",0,"이병규","LG",7100,0,3000,7101,0,7104,0,7100,0,0,0,0,4,0,2,0,750
"2010-07-07","LG","한화",0,"이병규","LG",1019,7402,0,0,7101,0,7212,0,3000,0,0,0,4,1,2,0,750
"2010-07-09","두산","LG",0,"이병규","LG",0,6000,0,2000,0,7002,0,2000,0,0,0,0,4,0,0,0,750
"2010-07-10","두산","LG",0,"이병규","LG",7101,7006,0,3000,7104,0,0,0,0,0,0,0,3,0,0,1,750
"2010-07-11","두산","LG",0,"이병규","LG",0,1017,0,7102,0,7100,0,0,1017,0,0,0,4,2,0,0,750
"2010-07-14","기아","LG",0,"이병규","LG",7100,0,1017,0,1019,0,1012,0,0,0,0,0,4,3,1,0,750
"2010-07-15","기아","LG",0,"이병규","LG",0,1017,0,3000,0,7107,7003,0,0,0,0,0,3,1,1,0,750
"2010-07-17","LG","삼성",0,"이병규","LG",0,7004,0,0,7107,0,0,7100,0,2000,0,0,4,0,0,0,750
"2010-07-18","LG","삼성",0,"이병규","LG",0,7214,0,0,2000,0,7102,0,7006,0,0,0,4,0,0,0,750
"2010-08-03","LG","기아",0,"이병규","LG",0,7104,0,7107,0,4102,0,2000,0,0,0,0,3,0,0,0,750
"2010-08-04","LG","기아",0,"이병규","LG",0,1117,0,7100,0,0,7101,2000,1019,0,0,0,5,2,2,0,750
"2010-08-05","LG","기아",0,"이병규","LG",0,7101,0,7101,0,1017,0,1017,0,0,0,0,4,2,2,0,750
"2010-08-06","삼성","LG",0,"이병규","LG",7005,0,2000,0,0,1011,4104,7003,0,0,0,0,4,1,0,0,750
"2010-08-07","삼성","LG",0,"이병규","LG",0,7003,0,1011,0,0,7101,0,1019,0,0,0,4,2,0,0,750
"2010-08-08","삼성","LG",0,"이병규","LG",0,7104,1019,0,7005,0,0,7101,0,0,0,0,4,1,1,0,750
"2010-08-11","LG","SK",0,"이병규","LG",0,2000,0,0,7005,0,0,0,0,0,0,0,2,0,0,0,750
"2010-08-13","LG","넥센",0,"이병규","LG",0,7104,0,1013,0,1019,0,5002,0,0,0,0,3,2,2,0,750
"2010-08-14","LG","넥센",0,"이병규","LG",7005,0,0,1011,0,3000,0,1301,0,0,0,0,3,2,1,2,750
"2010-08-15","LG","넥센",0,"이병규","LG",0,7101,0,0,7002,0,1301,0,7005,0,7004,0,5,1,1,1,750
"2010-08-17","한화","LG",0,"이병규","LG",0,2000,0,0,4104,0,1019,0,2000,0,0,7102,4,1,0,0,750
"2010-08-18","한화","LG",0,"이병규","LG",7005,0,1001,0,1017,7003,0,0,0,0,0,0,4,2,0,1,750
"2010-08-19","한화","LG",0,"이병규","LG",0,0,3000,5004,0,7100,0,0,0,0,0,0,1,0,1,0,750
"2010-08-20","넥센","LG",0,"이병규","LG",0,0,0,0,0,0,0,7107,0,0,0,0,1,0,0,0,750
"2010-08-22","넥센","LG",0,"이병규","LG",7407,0,7004,1017,0,7100,0,7003,0,0,0,0,5,1,0,0,750
"2010-08-24","LG","두산",0,"이병규","LG",0,7003,2000,0,0,0,0,0,0,0,0,0,2,0,0,0,750
"2010-08-25","LG","기아",0,"이병규","LG",0,0,0,0,0,7107,0,0,0,0,0,0,1,0,0,0,750
"2010-08-31","넥센","LG",0,"이병규","LG",0,0,0,0,0,7003,0,0,0,0,0,0,1,0,0,0,750
"2010-09-01","LG","롯데",0,"이병규","LG",0,0,0,0,0,0,0,0,7100,0,0,0,1,0,0,0,750
"2010-09-10","LG","삼성",0,"이병규","LG",0,0,0,0,0,6005,0,1304,0,7005,0,0,3,1,1,1,750
"2010-09-12","LG","삼성",0,"이병규","LG",0,7104,0,7101,1118,0,7104,0,1019,0,0,0,5,2,2,0,750
"2010-09-14","한화","LG",0,"이병규","LG",1116,0,1019,0,7100,0,0,0,0,0,0,0,3,2,1,1,750
"2010-09-16","SK","LG",0,"이병규","LG",0,2000,0,0,7000,2000,0,2000,0,3200,0,0,4,0,0,0,750
"2010-09-17","SK","LG",0,"이병규","LG",1011,7104,0,7107,0,7000,0,0,0,0,0,0,4,1,1,0,750
"2010-09-18","기아","LG",0,"이병규","LG",0,3000,1019,0,7301,0,1013,0,0,0,0,0,3,2,0,1,750
"2010-09-19","기아","LG",0,"이병규","LG",0,0,0,0,0,0,0,0,7005,7003,0,0,2,0,0,0,750
"2010-09-21","LG","삼성",0,"이병규","LG",0,1017,0,5005,0,2000,0,2000,0,0,0,0,3,1,1,0,750
"2010-09-22","LG","넥센",0,"이병규","LG",0,0,0,0,0,7003,0,1116,0,0,0,0,2,1,0,1,750
"2010-09-23","LG","SK",0,"이병규","LG",0,0,0,0,0,0,7101,0,0,0,0,0,1,0,0,0,750
"2010-09-25","삼성","LG",0,"이병규","LG",7006,0,0,7101,3000,0,1110,0,1017,0,0,7005,5,2,2,0,750
"2010-09-26","삼성","LG",0,"이병규","LG",0,7101,7100,0,0,7212,0,0,2000,0,0,0,4,0,0,0,750
"2011-04-02","LG","두산",0,"이병규","LG",0,0,0,0,0,0,0,0,1011,0,0,0,1,1,0,0,750
"2011-04-03","LG","두산",0,"이병규","LG",0,0,0,0,0,0,0,7005,0,0,0,0,1,0,0,0,750
"2011-04-05","SK","LG",0,"이병규","LG",0,0,0,0,0,0,1018,0,7005,0,0,0,2,1,1,1,750
"2011-04-08","LG","한화",0,"이병규","LG",0,7107,0,1116,7005,0,2000,0,7101,0,0,0,5,1,0,1,750
"2011-04-09","LG","한화",0,"이병규","LG",3000,1304,7005,0,1304,0,6001,0,7005,0,0,0,5,2,3,3,750
"2011-04-10","LG","한화",0,"이병규","LG",7100,1116,0,0,1011,0,2000,7405,0,0,0,0,5,2,2,0,750
"2011-04-12","삼성","LG",0,"이병규","LG",1011,0,0,7405,0,2000,0,1011,0,0,0,0,4,2,0,0,750
"2011-04-13","삼성","LG",0,"이병규","LG",7104,0,0,1117,1019,0,1012,0,0,7104,0,0,5,3,1,1,750
"2011-04-15","롯데","LG",0,"이병규","LG",0,4104,0,7005,0,1019,7001,7100,0,0,0,0,4,1,0,0,750
"2011-04-16","롯데","LG",0,"이병규","LG",7206,0,1011,0,7102,0,0,7102,0,0,0,0,4,1,0,0,750
"2011-04-17","롯데","LG",0,"이병규","LG",7006,0,2000,0,7101,0,7101,0,0,0,0,0,4,0,0,0,750
"2011-04-19","LG","SK",0,"이병규","LG",7001,0,7100,0,0,7003,0,7005,0,0,0,0,4,0,0,0,750
"2011-04-20","LG","SK",0,"이병규","LG",0,0,0,0,0,0,7004,0,7101,0,0,0,2,0,0,0,750
"2011-04-21","LG","SK",0,"이병규","LG",0,0,3000,0,7400,0,0,7006,0,0,0,0,2,0,0,0,750
"2011-04-22","기아","LG",0,"이병규","LG",0,2000,0,0,1019,3000,0,0,0,0,0,0,2,1,0,0,750
"2011-04-23","기아","LG",0,"이병규","LG",7407,0,1011,0,7006,0,0,1017,0,0,0,0,4,2,0,0,750
"2011-04-24","기아","LG",0,"이병규","LG",0,1013,0,2000,0,7100,0,0,1011,0,0,0,4,2,0,0,750
"2011-04-26","LG","롯데",0,"이병규","LG",0,1019,7101,0,0,7100,0,1018,0,0,0,0,4,2,1,0,750
"2011-04-27","LG","롯데",0,"이병규","LG",0,1017,1017,0,0,0,0,0,0,0,0,0,2,2,0,2,750
"2011-04-29","넥센","LG",0,"이병규","LG",0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0,0,750
"2011-05-01","넥센","LG",0,"이병규","LG",0,0,0,0,0,7102,0,0,0,0,0,0,1,0,0,0,750
"2011-05-03","LG","두산",0,"이병규","LG",0,7101,0,1019,0,7104,0,2000,0,7402,0,0,5,1,0,0,750
"2011-05-04","LG","두산",0,"이병규","LG",0,7005,0,7006,0,0,1303,0,1300,0,0,0,4,2,4,2,750
"2011-05-05","LG","두산",0,"이병규","LG",1019,0,2000,0,2000,0,0,60011303,0,0,0,0,5,2,4,2,750
"2011-05-06","LG","삼성",0,"이병규","LG",0,1019,1111,7104,0,0,2000,0,7206,0,0,0,5,2,0,1,750
"2011-05-07","LG","삼성",0,"이병규","LG",1011,0,1019,0,0,7005,0,1019,0,0,0,0,4,3,1,0,750
"2011-05-08","LG","삼성",0,"이병규","LG",0,0,0,0,0,0,0,1117,0,0,0,0,1,1,2,0,750
"2011-05-10","한화","LG",0,"이병규","LG",0,7005,0,0,1019,0,10192000,0,0,0,0,0,4,2,0,2,750
"2011-05-11","한화","LG",0,"이병규","LG",0,7100,0,1300,0,7100,0,7107,0,0,0,0,4,1,1,1,750
"2011-05-12","한화","LG",0,"이병규","LG",7005,0,0,7100,0,0,1019,0,0,0,0,0,3,1,0,0,750
"2011-05-13","LG","넥센",0,"이병규","LG",7005,0,1116,0,7100,0,0,1019,0,0,0,0,4,2,0,1,750
"2011-05-14","LG","넥센",0,"이병규","LG",7003,0,2000,0,7006,0,6002,0,0,7100,0,0,5,0,0,0,750
"2011-05-15","LG","넥센",0,"이병규","LG",7104,0,7301,0,1116,1011,0,0,0,0,0,0,4,2,3,0,750
"2011-05-17","LG","기아",0,"이병규","LG",2000,0,0,7004,0,0,0,0,0,0,0,0,2,0,0,0,750
"2011-05-18","LG","기아",0,"이병규","LG",7005,0,1011,0,0,1111,0,7101,0,0,0,0,4,2,0,1,750
"2011-05-19","LG","기아",0,"이병규","LG",7004,0,1019,0,4104,1019,3000,0,0,0,0,0,3,2,1,2,750
"2011-05-21","롯데","LG",0,"이병규","LG",7107,0,3000,0,7006,0,0,7006,0,3000,0,0,3,0,0,0,750
"2011-05-22","롯데","LG",0,"이병규","LG",1017,1011,0,7006,0,7214,0,2000,0,0,0,0,5,2,2,1,750
"2011-05-24","두산","LG",0,"이병규","LG",7006,0,1116,0,7100,0,0,3000,0,0,0,0,3,1,0,0,750
"2011-05-25","두산","LG",0,"이병규","LG",1011,6004,0,7101,0,1017,0,2000,0,0,0,0,5,2,1,0,750
"2011-05-26","두산","LG",0,"이병규","LG",1111,0,1019,0,1019,0,7104,0,0,7101,0,7006,6,3,1,0,750
"2011-05-27","LG","넥센",0,"이병규","LG",2000,0,0,2000,0,3000,0,1301,0,0,0,0,3,1,1,1,750
"2011-05-28","LG","넥센",0,"이병규","LG",1017,0,0,7100,0,7102,0,7102,0,3000,0,0,4,1,1,1,750
"2011-05-29","LG","넥센",0,"이병규","LG",3000,0,1019,0,1303,0,7006,0,7107,0,0,0,4,2,1,1,750
"2011-05-31","기아","LG",0,"이병규","LG",1301,0,1117,0,1003,0,0,7004,0,0,0,0,4,3,2,2,750
"2011-06-01","기아","LG",0,"이병규","LG",1019,0,0,1118,2000,0,0,7107,0,0,0,0,4,2,0,0,750
"2011-06-02","기아","LG",0,"이병규","LG",7101,0,1018,0,7214,0,0,3000,0,0,0,0,3,1,0,0,750
"2011-06-03","LG","롯데",0,"이병규","LG",7003,0,7104,0,7100,0,1302,0,7101,0,0,0,5,1,2,1,750
"2011-06-04","LG","롯데",0,"이병규","LG",7101,0,0,3000,0,1011,7000,0,7006,0,0,0,4,1,0,1,750
"2011-06-05","LG","롯데",0,"이병규","LG",7104,0,7101,0,7005,0,7206,0,0,0,0,0,4,0,0,0,750
"2011-06-07","한화","LG",0,"이병규","LG",7206,0,0,1011,0,6300,7003,0,0,0,0,0,4,1,0,1,750
"2011-06-08","한화","LG",0,"이병규","LG",1019,0,1019,0,1011,7003,0,0,0,0,0,0,4,3,0,1,750
"2011-06-09","한화","LG",0,"이병규","LG",7006,0,0,7003,0,7006,0,7104,0,0,0,0,4,0,0,0,750
"2011-06-10","LG","기아",0,"이병규","LG",7005,1017,0,0,1011,0,2000,0,7002,0,0,0,5,2,1,1,750
"2011-06-11","LG","기아",0,"이병규","LG",1304,0,1017,3000,2000,0,0,0,0,0,0,0,3,2,1,3,750
"2011-06-12","LG","기아",0,"이병규","LG",2000,0,0,7107,0,1012,0,0,0,0,0,0,3,1,1,0,750
"2011-06-14","LG","삼성",0,"이병규","LG",1011,0,7100,0,0,7006,0,7003,0,0,0,0,4,1,0,0,750
"2011-06-15","LG","삼성",0,"이병규","LG",1301,0,1017,0,1003,0,7005,0,0,0,0,0,4,3,1,1,750
"2011-06-16","LG","삼성",0,"이병규","LG",7307,0,1118,0,2000,0,7101,0,0,0,0,0,4,1,2,0,750
"2011-06-17","SK","LG",0,"이병규","LG",1017,0,7005,0,1008,0,7107,0,7101,0,0,0,5,2,1,0,750
"2011-06-18","SK","LG",0,"이병규","LG",7101,0,0,7101,6300,7005,0,0,0,0,0,0,4,0,1,1,750
"2011-06-19","SK","LG",0,"이병규","LG",7104,0,0,1008,0,2000,0,1301,1019,0,0,0,5,3,1,1,750
"2011-06-21","넥센","LG",0,"이병규","LG",3000,0,7101,0,7107,2000,0,0,0,0,0,0,3,0,0,0,750
"2011-06-28","삼성","LG",0,"이병규","LG",1011,0,1017,0,7005,0,1001,0,2000,0,0,0,5,3,0,0,750
"2011-07-01","두산","LG",0,"이병규","LG",0,7108,0,7101,0,0,7100,0,1019,0,0,0,4,1,0,0,750
"2011-07-02","두산","LG",0,"이병규","LG",0,1017,0,7100,0,6001,0,7107,0,2000,0,0,5,1,0,1,750
"2011-07-05","LG","한화",0,"이병규","LG",0,7005,7001,0,0,7101,0,0,7005,0,1012,0,5,1,0,0,750
"2011-07-06","LG","한화",0,"이병규","LG",7402,0,7003,0,7006,0,7402,0,1300,0,0,0,5,1,4,1,750
"2011-07-07","LG","한화",0,"이병규","LG",7104,0,1019,0,7101,0,0,3000,0,0,0,0,3,1,0,0,750
"2011-07-08","기아","LG",0,"이병규","LG",3000,0,0,2000,0,7304,0,0,0,0,0,0,2,0,0,0,750
"2011-07-09","기아","LG",0,"이병규","LG",0,0,0,7206,0,0,0,0,0,0,0,0,1,0,0,0,750
"2011-07-10","기아","LG",0,"이병규","LG",0,7100,0,7402,0,0,1017,0,7301,0,0,0,4,1,0,1,750
"2011-07-12","SK","LG",0,"이병규","LG",7101,0,0,7100,0,7006,0,2000,0,0,0,0,4,0,0,0,750
"2011-07-15","LG","롯데",0,"이병규","LG",7005,0,0,1019,0,7006,0,0,1117,0,0,0,4,2,0,1,750
"2011-07-16","LG","롯데",0,"이병규","LG",7101,0,0,3000,0,1001,0,1118,1019,0,0,0,4,3,0,2,750
"2011-07-17","LG","롯데",0,"이병규","LG",7005,0,1118,0,0,7002,0,3200,0,0,0,0,3,1,1,0,750
"2011-07-19","LG","넥센",0,"이병규","LG",2000,0,7100,0,0,7101,0,0,3000,0,0,0,3,0,0,0,750
"2011-07-20","LG","넥센",0,"이병규","LG",7107,0,7107,0,7102,0,7001,0,7104,0,0,0,5,0,0,0,750
"2011-07-21","LG","넥센",0,"이병규","LG",2000,0,5004,0,7100,0,7005,0,1019,0,0,0,4,1,1,0,750
"2011-07-29","삼성","LG",0,"이병규","LG",2000,0,0,7006,0,7101,0,7002,0,0,0,0,4,0,0,0,750
"2011-07-30","삼성","LG",0,"이병규","LG",7003,0,1017,1011,0,7002,0,1017,0,0,0,0,5,3,2,0,750
"2011-08-02","LG","SK",0,"이병규","LG",3100,0,0,7006,7205,0,1301,0,7101,0,0,0,4,1,2,1,750
"2011-08-03","LG","SK",0,"이병규","LG",1017,7107,0,0,7006,0,2000,0,0,0,0,0,4,1,1,1,750
"2011-08-04","LG","SK",0,"이병규","LG",7100,0,0,7104,0,7100,0,7101,0,0,0,0,4,0,0,0,750
"2011-08-05","한화","LG",0,"이병규","LG",7104,0,7001,0,1019,7006,0,0,0,0,0,0,4,1,0,1,750
"2011-08-06","한화","LG",0,"이병규","LG",0,0,0,0,0,0,0,0,2000,0,0,0,1,0,0,0,750
"2011-08-07","한화","LG",0,"이병규","LG",1011,0,1018,0,0,1116,0,7101,0,0,0,0,4,3,2,1,750
"2011-08-09","LG","기아",0,"이병규","LG",3000,0,7101,0,0,7102,0,0,2000,0,0,0,3,0,0,0,750
"2011-08-10","LG","기아",0,"이병규","LG",0,7300,0,7005,0,1013,11172000,0,0,0,0,0,5,2,2,1,750
"2011-08-11","LG","기아",0,"이병규","LG",7101,0,0,7006,0,7005,0,1017,0,0,0,0,4,1,0,0,750
"2011-08-13","롯데","LG",0,"이병규","LG",2000,0,2000,0,7304,0,0,7206,0,0,0,0,4,0,0,0,750
"2011-08-14","롯데","LG",0,"이병규","LG",7100,0,0,7001,0,0,7101,0,3000,0,0,0,3,0,0,0,750
"2011-08-18","LG","두산",0,"이병규","LG",7107,0,0,7107,0,1011,7407,0,0,0,0,0,4,1,1,0,750
"2011-08-20","LG","삼성",0,"이병규","LG",0,7006,1008,7006,0,0,7402,0,1017,0,0,0,5,2,0,2,750
"2011-08-21","LG","삼성",0,"이병규","LG",0,7101,0,7101,0,7101,0,0,7101,0,0,0,4,0,0,0,750
"2011-08-23","넥센","LG",0,"이병규","LG",1011,0,2000,0,1019,0,1011,0,1011,0,7101,0,6,4,0,1,750
"2011-08-24","넥센","LG",0,"이병규","LG",0,1011,0,1019,1017,0,0,2000,0,0,0,0,4,3,1,0,750
"2011-08-25","넥센","LG",0,"이병규","LG",7005,0,1110,0,1011,0,3000,0,7006,0,0,0,4,2,0,0,750
"2011-08-26","LG","한화",0,"이병규","LG",0,7100,0,7005,0,7101,0,7104,0,0,2000,0,5,0,0,0,750
"2011-08-27","LG","한화",0,"이병규","LG",1110,3000,0,7101,0,1012,0,7101,0,0,0,0,4,2,1,0,750
"2011-08-28","LG","한화",0,"이병규","LG",0,7407,0,1300,0,6004,0,7100,0,0,0,0,4,1,2,1,750
"2011-08-30","LG","SK",0,"이병규","LG",7003,0,7003,0,1013,0,1017,0,7005,0,0,0,5,2,1,1,750
"2011-08-31","LG","SK",0,"이병규","LG",0,3000,0,7101,7304,0,0,1018,0,0,0,0,3,1,0,1,750
"2011-09-01","LG","SK",0,"이병규","LG",7003,0,7100,0,2000,1011,0,0,7005,0,7300,0,6,1,0,0,750
"2011-09-02","롯데","LG",0,"이병규","LG",2000,0,0,1011,0,5002,0,7102,0,0,0,0,3,1,1,0,750
