,Length,Cut,Mean,Std
GAMMA,22,9,11.459859154929577,8.592121430961507
GAMMA,22,10,11.539788732394365,8.607490471030864
GAMMA,22,11,11.839524647887325,8.760319133646682
GAMMA,22,12,11.51144366197183,8.67519083040881
GAMMA,22,13,11.539788732394367,8.728242645210766
GAMMA,22,14,11.354225352112678,8.73016260951954
GAMMA,23,8,11.597238840312933,8.77840150135691
GAMMA,23,9,11.624666359871146,8.787653920588292
GAMMA,23,10,11.617119190059825,8.700499141098025
GAMMA,23,11,11.778094799815923,8.784380285784477
GAMMA,23,12,11.811412793373215,8.997206626960963
GAMMA,23,13,11.741003221352967,9.013317258086918
GAMMA,23,14,11.71090658076392,8.800462051053204
GAMMA,23,15,11.65457892314772,8.88514655143908
GAMMA,24,8,12.16317810849736,9.156338969925457
GAMMA,24,9,12.14877580412866,8.98985517686244
GAMMA,24,10,12.06553048487758,8.969539456667837
GAMMA,24,11,11.962025924147865,8.911822433876413
GAMMA,24,12,11.903456553048487,8.869392506474279
GAMMA,24,13,12.097503600576092,8.888251320188463
GAMMA,24,14,12.140902544407105,8.985939705313292
GAMMA,24,15,12.2531445031205,9.021032311078116
GAMMA,24,16,12.279548727796449,8.940826670584467
GAMMA,25,8,12.447123561780892,9.57167116676615
GAMMA,25,9,12.230115057528764,9.417584562203915
GAMMA,25,10,12.228914457228614,9.427832539103502
GAMMA,25,11,12.22831415707854,9.2779652418442
GAMMA,25,12,12.165082541270635,9.162805240789016
GAMMA,25,13,12.139069534767383,9.226692541875366
GAMMA,25,14,12.267233616808403,9.054873674965613
GAMMA,25,15,12.197898949474737,8.97494459052508
GAMMA,25,16,12.267133566783391,8.997096710176843
GAMMA,25,17,12.357878939469735,9.253531251563562
GAMMA,26,9,12.423621227887615,9.354444029389851
GAMMA,26,10,12.331425598335068,9.304293982955365
GAMMA,26,11,12.356711758584806,9.09052743703082
GAMMA,26,12,12.404578563995837,9.099986841439893
GAMMA,26,13,12.519771071800209,9.265267196487413
GAMMA,26,14,12.521227887617068,9.37886885559779
GAMMA,26,15,12.442976066597295,9.183083182753093
GAMMA,26,16,12.528824141519252,9.14751756475962
GAMMA,26,17,12.557544224765868,9.506961565860331
GAMMA,27,9,12.89702863317126,9.559265325833495
GAMMA,27,10,12.92836304700162,9.763288079992243
GAMMA,27,11,12.724905456509994,9.93460143660477
GAMMA,27,12,12.727714748784441,9.832899611346692
GAMMA,27,13,12.950297136682874,9.671654500451691
GAMMA,27,14,12.841166936790923,9.839672152617565
GAMMA,27,15,12.9602377093463,9.689687007499248
GAMMA,27,16,12.905456509994597,9.478757702889443
GAMMA,27,17,13.003133441383035,9.409693090379033
GAMMA,27,18,13.152890329551594,9.31878174219629
GAMMA,28,10,12.663473389355742,9.392196488699813
GAMMA,28,11,12.575742296918769,9.215506954399542
GAMMA,28,12,12.485658263305323,9.398187227658811
GAMMA,28,13,12.517703081232492,9.363019832427328
GAMMA,28,14,12.828403361344536,9.424255907578555
GAMMA,28,15,12.902689075630255,9.52667865597714
GAMMA,28,16,13.195686274509804,9.610724541349605
GAMMA,28,17,13.26672268907563,9.55093916005463
GAMMA,28,18,13.200728291316524,9.69183516870664
GAMMA,29,10,12.923331398723159,9.76494857081681
GAMMA,29,11,12.736680208937898,9.929514263929669
GAMMA,29,12,12.89721416134649,9.966713219010698
GAMMA,29,13,12.919152640742888,10.037199179099435
GAMMA,29,14,12.97568195008706,9.838526585942803
GAMMA,29,15,13.0539175856065,9.896449384578823
GAMMA,29,16,13.13366221706326,9.795816428245544
GAMMA,29,17,13.156297156123044,9.921256987223586
GAMMA,29,18,13.432791642484037,10.204536143602699
GAMMA,29,19,13.506152060359836,10.384379167547372
GAMMA,30,11,13.31434573829532,9.788246839582145
GAMMA,30,12,13.150840336134454,9.967928276817123
GAMMA,30,13,13.163325330132052,10.010578713594688
GAMMA,30,14,12.97737094837935,10.022026668207765
GAMMA,30,15,12.928031212484994,9.88707915914229
GAMMA,30,16,13.213505402160862,10.003909383748642
GAMMA,30,17,13.465606242496998,10.119053000951792
GAMMA,30,18,13.528031212484995,10.029344727732378
GAMMA,30,19,13.440036014405763,10.174923851747444
